mass,recclass,year,reclat,reclong
107000,H6,1938,47.583330,37.250000
2900,H5,1976,39.666670,122.983330
7500,L6,1899,-15.183330,35.283330
552,H5,1875,46.933330,21.500000
2568,H6,1955,50.200000,30.250000
331,H5,1982,26.800000,-105.416670
2914,L6,1941,33.850000,-101.800000
4500,H4,1997,27.239440,29.835830
6700,L6,1989,27.500000,3.616670
228,H5,1989,27.616670,3.850000
145,H5,1989,27.816670,4.033330
1020,L6,1989,27.583330,3.816670
542,L5,1989,27.516670,3.650000
205,H5,1989,27.533330,3.700000
127,L6,1989,27.733330,4.083330
276,L6,1989,27.750000,4.100000
3800,H5,1989,27.750000,4.166670
98,H6,1989,27.800000,4.166670
490,H5,1989,27.833330,4.283330
307,H5,1989,27.800000,4.466670
98,L6,1989,27.783330,4.283330
446,L5,1989,27.733330,4.400000
207,H5,1989,27.700000,4.083330
581,L6,1989,27.700000,4.066670
708,H5,1989,27.700000,4.066670
2140,H6,1989,27.550000,3.616670
1464,H5,1989,27.550000,3.933330
920,H5,1989,27.583330,3.966670
206,H5,1989,27.666670,4.200000
98,H4,1989,27.683330,4.333330
123,LL6,1989,27.683330,4.416670
2016,H5,1989,27.666670,4.350000
495,L6,1989,27.650000,4.466670
93,L6,1989,27.650000,4.433330
184,L6,1989,27.633330,4.350000
36,H6,1989,27.600000,4.300000
962,H5,1989,27.533330,4.000000
246,H5,1989,27.466670,3.833330
120,H4,1989,27.516670,3.916670
195,L6,1989,27.550000,4.000000
1066,H5,1989,27.783330,4.700000
1440,L4,1989,27.833330,4.700000
82.9,H5,1989,27.416670,3.716670
1394,H6,1989,27.650000,4.500000
905,L5,1989,27.616670,4.416670
58,L5,1989,27.750000,4.150000
1937,H6,1989,27.733330,4.050000
2051,H5,1989,27.700000,3.933330
1338,H5,1989,27.500000,3.983330
129,L4,1989,27.466670,3.883330
226,H4,1989,27.566670,4.166670
283,H5,1989,27.600000,4.416670
854,L5,1989,27.616670,4.566670
383,H5,1990,27.716670,4.783330
1805,L6,1990,27.550000,3.700000
941,L6,1990,27.533330,3.833330
1379,L6,1990,27.633330,4.283330
2010,H5,1990,27.533330,3.850000
384,L6,1990,27.483330,3.833330
1453,H5,1990,27.516670,3.733330
183,H5,1990,27.700000,4.350000
2538,L6,1990,27.633330,4.516670
105,H5,1990,27.566670,4.150000
387,L6,1990,27.500000,3.683330
690,L6,1990,27.483330,3.633330
6300,H5,1990,27.550000,3.866670
293,H5,1990,27.583330,3.950000
200,L6,1990,27.750000,4.433330
682,H5,1990,27.633330,4.300000
290,H5,1990,27.500000,3.833330
244,H5,1990,27.666670,4.516670
420,L5,1990,27.716670,4.133330
5500,H5,1990,27.466670,3.883330
313,H5,1990,27.450000,3.833330
140,H6,1990,27.466670,3.950000
452,L6,1990,27.533330,4.166670
665,H5,1990,27.800000,4.500000
392,L6,1990,27.550000,4.133330
1390,LL6,1990,27.500000,3.900000
105,L6,1990,27.450000,3.750000
828,H6,1990,27.500000,3.883330
107,L6,1990,27.483330,3.800000
2906,LL6,1990,27.566670,4.033330
287,H6,1990,27.733330,4.166670
345,L6,1990,27.733330,4.166670
178,H4,1990,27.733330,4.200000
752,L6,1990,27.666670,4.200000
861,LL6,1990,27.650000,4.300000
3380,L6,1990,27.683330,4.350000
699,L6,1990,27.700000,4.300000
163,L6,1990,27.500000,4.300000
400,H5,1990,27.583330,4.000000
171,LL6,1990,27.583330,3.966670
1621,H6,1990,27.500000,3.766670
1161,L5,1990,27.766670,4.533330
124,H5,1990,27.550000,4.033330
324,H5,1990,27.466670,4.050000
941,L5,1990,27.666670,4.083330
171,L5,1990,27.566670,4.083330
58,H5,1990,27.583330,3.850000
91,L5,1990,27.566670,4.350000
417,L6,1990,27.666670,4.450000
186,L6,1990,27.666670,4.283330
869,L6,1990,27.666670,4.283330
200,H5,1990,27.633330,4.083330
140,L6,1990,27.600000,4.116670
157,H5,1990,27.583330,4.066670
251,H5,1990,27.566670,3.816670
218,H5,1990,27.466670,3.716670
157,H5,1990,27.433330,3.750000
95,H5,1990,27.550000,4.016670
206,L6,1990,27.666670,4.250000
240,L6,1990,27.666670,4.233330
1072,L6,1990,27.666670,4.233330
604,H5,1990,27.750000,4.433330
43,H5,1990,27.533330,4.183330
157,L5,1990,27.516670,4.000000
211,L6,1990,27.600000,3.983330
766,L6,1990,27.666670,4.166670
262,H6,1990,27.650000,4.033330
127,LL6,1990,27.483330,3.866670
163,L6,1990,27.466670,3.750000
245,L6,1990,27.666670,4.200000
114,H5,1990,27.583330,4.166670
311,H5,1990,27.566670,4.016670
109,LL5,1990,27.533330,3.833330
53,H6,1990,27.600000,4.183330
4439,L6,1990,27.700000,4.300000
188,L6,1990,27.700000,4.300000
361,H5,1991,27.499440,3.688890
233,H6,1991,27.524720,3.811390
29,H5,1991,27.576940,4.033890
115,L6,1991,27.555830,4.140000
267,H6,1991,27.516940,3.791390
215,L4,1991,27.480280,3.851390
55,L5,1991,27.592220,3.918060
292,H5,1991,27.578060,4.369170
746,H5,1991,27.737500,4.328060
1229,H5,1991,27.690830,4.378610
510,LL5,1991,27.504720,3.881940
1340,H5,1991,27.612780,3.713610
526,L6,1991,27.681110,4.306940
107,L5,1991,27.640280,4.170560
293,L6,1991,27.599720,4.903610
114,L6,1991,27.544720,3.743060
2611,H6,1991,27.521390,3.791390
117,H5,1991,27.524170,3.796940
221,H5,1991,27.684440,3.993890
78,H6,1991,27.668610,4.425000
2285,L5,1991,27.573890,4.119720
325,H5,1991,27.826110,4.246110
69,H5,1991,27.740560,4.308330
725,H5,1991,27.739440,4.328330
461,H5,1991,27.518890,4.016670
81,LL6,1991,27.510560,3.891110
160,H6,1991,27.484440,3.666390
342,L6,1991,27.498330,3.694440
86,L6,1991,27.515830,3.727220
318,L6,1991,27.521110,3.773330
2045,H6,1991,27.524720,3.809720
75,H5,1991,27.563890,3.926390
923,L6,1991,27.692220,3.321670
60,L4,1991,27.636110,4.031390
382,H6,1991,27.551390,3.741940
146,L6,1991,27.511110,3.884440
99,L6,1991,27.522220,3.946940
124,L6,1991,27.646110,4.397220
75,H6,1991,27.685280,4.503330
212,H6,1991,27.670560,4.346110
177,H5,1991,27.475560,3.710280
73,L6,1991,27.709170,4.420830
92,H4,1991,27.670000,4.497220
438,L6,1991,27.691110,4.337500
243,LL6,1991,27.694720,4.306390
518,L6,1991,27.727220,4.170560
276,LL6,1991,27.514720,3.865560
237,H6,1991,27.561110,4.055560
203,H6,1991,27.633890,4.187220
99,H5,1991,27.639720,4.145280
72,H5,1991,27.638610,4.127220
96,H5,1991,27.642780,4.068890
177,L6,1991,27.535280,3.912780
165,L5,1991,27.542220,3.884440
67,H6,1991,27.654440,4.275280
187,H5,1991,27.700560,4.229440
120,H5,1991,27.706110,4.205830
407,H6,1991,27.794720,4.167220
55,L5,1992,27.591390,3.988060
213,L6,1992,27.545280,4.048610
261,H6,1992,27.708060,4.248060
432,H5,1992,27.718610,4.486110
198,LL6,1992,27.665830,4.190560
457,H4,1992,27.649720,4.011940
217,LL6,1992,27.483330,3.915560
43,L6,1992,27.633610,4.041390
2000,L6,1992,27.709170,4.174440
270,H6,1992,27.590280,4.151940
162,H4,1992,27.527220,3.898060
95,H5,1992,27.586940,3.964170
60,H6,1992,27.623610,4.025560
369,L6,1992,27.687220,4.183610
129,L6,1992,27.428890,3.820000
520,L5,1992,27.490830,3.897780
74,H5,1992,27.559720,4.010280
185,L6,1992,27.645560,4.204440
169,H6,1992,27.683610,4.253060
364,L5,1992,27.578610,3.968890
78,H5,1992,27.600560,3.995560
169,H6,1992,27.663890,4.098060
126,H6,1992,27.687500,4.245000
878,H5,1992,27.592780,4.401390
292,H5,1992,27.550280,3.998060
2393,L6,1992,27.551940,3.816110
167,H5,1992,27.460560,3.888060
157,H5,2001,27.545500,4.061170
25,L5,2001,27.559170,4.093000
117,LL5,2001,27.503000,3.879500
32,LL6,1989,27.500000,3.616670
139,L6,1989,27.500000,3.616670
745.22,H5,2001,27.733330,4.433330
490,L6,2001,27.650000,4.033330
211.25,L6,2002,27.650000,4.383330
261,H4,2002,27.733330,4.433330
377.6,H6,2002,27.716670,4.266670
400,H5,2002,27.550000,4.200000
173.15,L5,2002,27.583330,4.300000
1276,L6,2002,27.590560,4.662780
53,LL5,2002,27.464720,3.814170
546,LL6,2002,27.590560,4.662780
8750,L5,2001,27.979330,4.278170
298,H6,2001,27.840670,4.314330
128,H4,2001,27.672000,4.526330
211,L6,2001,27.700000,4.133330
873,L5,2001,27.766670,4.016670
252,LL5,2001,27.500500,3.882330
161,LL5,2002,27.589670,3.781000
62,LL5,2001,27.500830,4.874670
70,H6,2002,27.766670,4.416670
67,H6,2002,27.700000,4.483330
138,H4,2002,27.429580,3.871350
242.8,H5,2002,27.477800,3.701650
656,LL6,2002,27.700000,4.516670
1456,L5,2002,27.609330,3.935670
410,H5,2002,27.684330,4.429170
126,H4,2002,27.688830,4.386000
122,H4,2002,27.667000,4.648330
9608,L5,2002,27.678170,4.465330
238,LL6,2002,26.611670,3.887000
128,H5,2002,26.625830,3.944330
495,LL6,2002,27.508500,3.763830
132,H6,2002,27.639500,3.935000
132,L4,2002,27.662500,3.976830
1320,LL6,2003,27.400000,3.750000
14764,H4,2004,27.411400,3.704670
849,H5,2002,27.766670,4.416670
292,L6,2002,27.700000,4.450000
101,H5,2002,27.633330,3.933330
200,L5,2004,27.360170,3.700000
1072,H4,2004,27.616670,3.866670
397,H5,2004,27.504000,3.681670
578,H4,2004,27.502500,3.693000
388,H4,2004,27.596170,4.172000
9,L5,2002,27.689170,4.442670
16000,H5,1924,39.776670,-100.813330
3046,L5,1995,32.590330,-101.772170
75000,H5,1947,33.633330,-104.266670
5700,H5,1928,39.966670,-103.766670
90000,H5,1961,19.833330,51.250000
1000,L5,1912,-67.183330,142.383330
407,L5,1990,27.816670,0.133330
926,L6,2003,19.640080,9.355450
2730,H5,2002,17.679870,10.035030
22600,H4,1936,35.150000,-102.716670
896,H5,1990,26.966670,4.450000
236,L6,1990,26.966670,4.400000
809,L6,1990,27.366670,4.500000
1137,H5,1990,27.333330,4.500000
859,H5,1991,27.435830,4.638610
435,L6,1992,27.576390,4.525280
334,H4,1992,27.507780,4.601670
79,L4,1992,27.478890,4.198060
367,H5,1993,27.360560,4.944720
207,H4,1993,27.350280,4.202500
347,H5,1993,27.517500,4.191110
364,L5,1993,27.569720,4.525560
167,L5,1993,27.578060,4.322500
1106,L4,1993,27.509720,4.161110
177,L5,1993,27.591670,4.316940
1000,L6,2001,27.400000,4.350000
114,H4,1988,39.538330,59.558330
1050,H6,1940,40.150000,-103.166670
4000,L6,1961,40.150000,-103.166670
13.31,H5,2005,30.709520,28.969800
41.5,L4,2000,19.420000,57.188330
81.400000000000006,H5,2000,19.271670,57.386670
115.42,L4,2002,19.506950,57.119520
260.22000000000003,L5,2002,19.544820,57.098070
763.29,L6,2002,19.840570,57.008480
1861.21,L6,2002,19.840670,57.008420
1042.7,L5,2002,19.841280,57.009530
1074.3,L6,2002,19.842030,57.007470
39.83,H4,2002,19.842300,57.000130
41539.300000000003,L6,2002,19.867850,57.002800
8056,L6,2002,19.866070,57.003200
402.75,L6,2003,19.802520,57.321370
1066.2,H4,2002,19.603080,57.033320
402.75,L6,2003,19.802520,57.321370
1865.6,H4,2001,19.640730,57.288570
124,H5,2001,19.664530,57.333400
105.3,H5,2001,19.531120,57.084270
591.79999999999995,L6,2006,19.445330,57.023450
12834,H4,2002,19.404120,57.274970
2084.16,L6,2007,19.320920,57.229770
150.05699999999999,L4,2007,19.510530,57.129200
61.6,H4,2009,19.225970,57.540630
2632.8,L4,2009,19.187980,57.109780
3150.5,LL6,2009,22.804870,55.327420
690.5,LL6,2009,22.798530,55.316730
141.51,H5,2010,22.747330,55.395220
16.41,L6,2010,22.737430,55.319100
1.56,L6,2010,22.733930,55.320400
356.2,H4,2010,22.737970,55.321250
3407.8,H6,2010,22.757470,55.414020
4694.8999999999996,H5,2010,22.677520,55.340270
55.51,H6,2010,22.684230,55.336520
45.52,H6,2010,22.685980,55.320920
35.299999999999997,H6,2010,22.689220,55.320870
1330.9,H5,2010,22.698130,55.333600
439.58,L6,2010,22.738520,55.362470
1.7,LL5,2007,40.333330,81.250000
1.1,LL5,2007,40.333330,81.250000
13600,H5,1938,32.900000,-105.933330
1800,L6,1937,37.466670,-105.866670
66.5,H5,1996,25.050000,-106.000000
3755,L6,1960,19.700000,53.966670
11450,H4,1955,20.700000,52.833330
30.47,H6,1998,37.866670,-117.400000
28,L5,2011,32.306000,-108.903800
1053.5,H5,2003,null,null
20.399999999999999,L6,2003,null,null
128.1,H5,2006,-76.716950,158.768620
226.3,H5,2006,-76.705520,158.775830
91,H5,2006,-76.717330,158.773980
71.599999999999994,L6,2009,-76.742450,159.374580
15.5,L6,2009,-76.742450,159.374580
122.3,L5,2009,0.000000,0.000000
104.3,H5,2009,0.000000,0.000000
31.3,H5,2009,0.000000,0.000000
24.8,L6,2009,0.000000,0.000000
14.2,LL6,2009,0.000000,0.000000
18.100000000000001,L6,2009,0.000000,0.000000
25.5,L6,2009,0.000000,0.000000
30.2,L5,2009,0.000000,0.000000
444.1,L5,2010,0.000000,0.000000
218.9,L6,2010,0.000000,0.000000
60.3,H6,2010,0.000000,0.000000
48.1,H5,1982,-77.046660,157.244070
2529.1999999999998,H5,1982,-76.896610,156.991370
398.8,L5,1982,-77.050740,157.198340
363.3,L6,1982,-77.048670,157.183330
9.199999999999999,L5,1982,-76.976970,156.915410
13.5,H5,1982,-76.963530,156.920300
47.2,H5,1982,-77.027780,157.030280
63,L6,1982,-76.912780,156.975510
28.3,H5,1982,-76.966740,156.917770
61.2,H6,1982,-76.971260,156.902910
40.700000000000003,H5,1982,-77.036480,157.239680
48.5,H5,1982,-76.974420,156.908770
18.399999999999999,H6,1982,-77.036940,157.046390
4.2,L5,1982,-77.040250,157.230500
110.9,L6,1982,-77.044080,157.267600
23.9,H5,1982,-76.979100,156.922670
7.2,H5,1982,-76.905810,157.009880
2.4,L6,1982,-77.037220,157.236580
142,H5,1982,-76.985070,156.900090
110.8,L6,1982,-76.946770,156.929710
25.8,H6,1982,-77.038110,157.241660
178.4,L6,1982,-76.982620,156.909980
139.9,H4,1982,-76.906920,157.023500
5.1,H6,1982,-76.969660,156.901650
15.2,H4,1982,-76.963390,156.919690
14.1,H5,1982,-76.974950,156.918950
19.7,H4,1982,-76.902560,157.027930
28.2,H5,1982,-76.887610,156.937920
4.3,H4,1982,-76.906940,157.025480
10.8,L5,1982,-77.027780,157.028330
5,H6,1982,-76.977950,156.926870
0.2,L6,1982,-77.050470,157.258140
0.3,L6,1982,-77.046730,157.282520
0.6,H5,1982,-77.037430,157.236790
20,L6,1982,-76.891660,156.964570
3.5,H6,1982,-76.924890,156.938210
7.3,H5,1982,-77.047130,157.282270
1568.6,L4,1983,-76.721090,158.737150
367.1,L5,1983,-76.711580,158.774530
321.8,H5,1983,-76.711110,159.424720
813.9,L6,1983,-76.818490,158.157130
227.9,H5,1983,-76.744720,159.404720
230.2,H5,1983,-76.718800,158.771550
213.3,L5,1983,-76.693890,159.387500
202.7,H5,1983,-76.713560,158.777540
246.3,H6,1983,-76.758890,159.346110
2.6,H4,1983,-76.822290,158.241880
2.9,H5,1983,-76.813150,158.067670
42.4,L6,1983,-76.696940,159.390280
5.4,LL6,1983,-76.817910,158.190910
4.2,L4,1983,-76.822480,158.205570
6.2,H6,1983,-76.821060,158.212550
77.8,H5,1983,-76.691390,159.382500
2.7,L6,1983,-76.822340,158.215000
16,H6,1983,-76.722780,159.369720
96.2,H5,1983,-76.824300,158.228010
48.7,H5,1983,-76.691110,159.384440
10.4,H5,1983,-76.693610,159.391670
2.9,LL6,1983,-76.822140,158.234290
20.7,L6,1983,-76.691670,159.384720
6.5,H5,1983,-76.699440,159.390560
1.2,H5,1983,-76.822280,158.213660
24.3,H5,1983,-76.696390,159.395560
2.5,H5,1983,-76.822350,158.215030
6.3,H5,1983,-76.698060,159.397500
77.900000000000006,H5,1983,-76.690830,159.371390
0.3,L6,1983,-76.822360,158.214820
2.7,L6,1983,-76.821990,158.215050
4.8,H5,1983,-76.821330,158.177410
1.6,L5,1983,-76.822680,158.218120
32.9,H5,1983,-76.825840,158.224370
20,H5,1983,-76.699170,159.398610
2.3,L5,1983,-76.696940,159.396950
6.1,H5,1983,-76.691670,159.385280
9.699999999999999,H6,1983,-76.693890,159.387500
16.5,H5,1983,-76.716670,159.666670
52.8,L6,1983,-76.823260,158.213480
63.2,H5,1983,-76.718380,158.769490
16.8,LL6,1983,-76.822770,158.218880
18.399999999999999,H5,1983,-76.698890,159.398330
1.4,H5,1983,-76.821970,158.214150
62.9,H5,1983,-76.693890,159.389450
29.2,L6,1983,-76.806820,158.035660
3.5,H5,1983,-76.821930,158.213270
8.800000000000001,H5,1983,-76.740000,159.381670
33.6,H5,1983,-76.716020,158.731230
76.900000000000006,H5,1983,-76.718930,158.771000
16.899999999999999,L6,1983,-76.771110,159.287500
12.4,H5,1983,-76.720380,158.765460
53.6,H5,1983,-76.710880,158.781340
45.9,H5,1983,-76.719510,158.768620
95.8,L6,1983,-76.741940,159.380830
0.8,H5,1983,-76.814350,158.136150
78.2,L5,1983,-76.699440,159.123060
215.7,LL6,1983,-76.822020,158.130590
4.9,H6,1983,-76.699170,159.398610
1.6,H5,1983,-76.812800,158.115330
49.2,H5,1983,-76.714240,158.801490
6.4,H5,1983,-76.770460,158.157870
639.20000000000005,L6,1983,-76.985330,156.876080
51.8,H6,1983,-76.969680,156.909400
2.1,H5,1983,-76.963910,156.905540
0.7,L6,1983,-77.041390,157.058610
38.4,H5,1983,-76.987000,156.872830
7554,L6,1984,-76.742540,158.828860
3088.7,H5,1984,-76.732170,158.669600
9000,H4,1984,-76.731560,158.679420
12000,L5,1984,-76.891020,156.893210
10.5,LL6,1984,-76.950670,156.934970
6900.5,H5,1984,-76.729440,158.741570
2140.3000000000002,L6,1984,-76.716670,159.666670
368.2,L6,1984,-76.835920,158.255180
2002.5,L6,1984,-77.021750,156.999840
856.9,H4,1984,-76.769880,158.803780
338.9,H5,1984,-76.893710,156.980320
676.4,L6,1984,-76.992890,156.955070
958.2,L6,1984,-76.920620,156.875200
759.6,L5,1984,-76.982680,156.933800
1889.1,H5,1984,-76.914910,156.938700
1641.7,L6,1984,-76.899090,156.834140
355.8,L6,1984,-76.725970,158.648030
391.2,H5,1984,-76.724770,158.715960
1114.0999999999999,H5,1984,-76.927660,156.940550
1136.3,H5,1984,-76.751370,158.840180
3951.7,L6,1984,-76.908240,156.880200
797.7,H6,1984,-76.716670,159.666670
720.9,L6,1984,-76.835710,158.263840
630.6,H5,1984,-76.916080,156.970140
757.5,H5,1984,-77.021260,156.983880
788.6,H5,1984,-76.721440,158.764130
368.7,H5,1984,-76.991480,156.968550
276.39999999999998,H5,1984,-76.962650,156.928870
283.3,H5,1984,-77.023800,157.010720
749.6,L6,1984,-76.908920,156.879240
286.8,L6,1984,-76.897220,156.885300
612.29999999999995,LL6,1984,-76.923650,156.951240
556.6,H6,1984,-76.890740,157.058990
419.7,H6,1984,-76.766790,158.796490
331.8,H4,1984,-76.896840,156.885010
554.20000000000005,H5,1984,-76.725530,158.716790
314.60000000000002,L6,1984,-76.908920,156.879800
297.5,H5,1984,-76.902250,156.922870
303.8,H5,1984,-76.906370,156.964540
201.8,L6,1984,-76.826070,158.221420
214.6,H5,1984,-77.038720,157.213510
213.9,L6,1984,-76.899870,156.974720
113.5,H6,1984,-76.866690,158.520760
207.6,H5,1984,-76.878180,157.000950
276.8,L6,1984,-76.935060,156.917910
388.7,L6,1984,-76.910010,156.720890
260.5,H5,1984,-76.875190,156.989990
150.30000000000001,H5,1984,-76.876790,156.997210
110.3,H5,1984,-76.742820,158.833690
220.9,H6,1984,-76.716670,159.666670
213.9,L6,1984,-76.910240,156.794530
137.5,H4,1984,-76.757050,158.769990
201.1,L6,1984,-77.016480,156.979190
260.89999999999998,H6,1984,-76.754980,158.762520
94.7,L6,1984,-76.887440,156.933440
134.1,LL6,1984,-77.044410,157.147140
214.8,H6,1984,-76.901980,156.765830
245.9,H6,1984,-76.753710,158.766590
318.5,H6,1984,-76.755680,158.761540
131.5,H5,1984,-76.742020,159.286890
145.80000000000001,L6,1984,-76.906570,156.813120
212.1,H6,1984,-76.746880,158.807200
119.9,H6,1984,-76.976800,156.917170
194.5,H6,1984,-77.043660,157.090280
56.2,LL6,1984,-76.824420,158.382740
71.8,H5,1984,-76.909500,156.694570
113.7,H6,1984,-76.721070,159.359880
33.799999999999997,LL6,1984,-76.901690,156.785140
141.4,H5,1984,-76.725130,158.714600
81.400000000000006,LL6,1984,-76.675550,159.308230
96.6,LL6,1984,-76.742810,158.833480
114.5,H5,1984,-76.724750,158.715700
76.400000000000006,LL6,1984,-76.736580,158.825600
83.8,L6,1984,-76.707060,158.734230
2.1,H5,1984,-76.710940,158.747090
37.6,L6,1984,-76.916160,156.824420
45.1,L6,1984,-76.715970,159.366850
107.9,H5,1984,-76.725530,158.713520
157.80000000000001,L6,1984,-77.017060,156.962820
70.5,H5,1984,-76.902320,156.838670
113.4,L6,1984,-76.900370,156.776080
31.3,H5,1984,-76.972720,156.907590
145.4,H5,1984,-76.726180,158.711870
20.2,H5,1984,-76.710350,158.780260
157.1,H5,1984,-76.752800,158.762890
164,L6,1984,-77.023800,156.996560
130.30000000000001,L6,1984,-76.906810,156.847950
78.5,L6,1984,-77.011410,156.946150
74.3,L6,1984,-76.751940,158.806020
53.9,H5,1984,-76.963270,156.922280
19.2,H5,1984,-76.951950,156.917590
33.200000000000003,H5,1984,-76.709110,158.738260
54.2,H6,1984,-76.917190,156.886590
168.4,H5,1984,-76.725220,158.715880
12,H5,1984,-76.710330,158.780750
20,H6,1984,-77.024350,156.978280
112.4,H6,1984,-76.753230,158.766090
6.4,H5,1984,-76.988590,156.960880
242.9,H6,1984,-76.972720,156.907590
87.6,LL6,1984,-76.906820,156.719980
113.9,H5,1984,-76.905570,156.852670
27.8,H5,1984,-76.687870,159.358460
88.6,H5,1984,-76.872130,156.987640
53.7,H5,1984,-76.896950,156.965600
100.8,H6,1984,-76.723510,158.703450
53.9,L6,1984,-76.922880,156.816380
82.9,H5,1984,-76.710860,158.728720
42.3,H5,1984,-76.714270,158.778440
134.9,H5,1984,-76.892160,157.071750
101.4,L6,1984,-76.820650,158.258080
39,L6,1984,-76.704460,159.386470
150.69999999999999,H5,1984,-76.690040,159.354720
14.2,LL6,1984,-76.718810,158.658530
98.4,L6,1984,-76.747800,158.846290
36.6,H6,1984,-76.986120,156.875040
